CampsiteCode,month,capacity_month_mean,avgtemp_month_mean
Aron,8,107.5,18.5
Aron,9,107.5,16.5
Aron,10,107.5,13.0
Aron,11,107.5,9.200000000000278
Aron,12,107.55555555555556,6.799999999999813
Hippowdon,1,463.0,12.0
Hippowdon,2,463.0,12.5
Hippowdon,3,463.0,14.0
Hippowdon,4,463.0,17.0
Hippowdon,5,463.0,21.0
Hippowdon,6,463.0,25.5
Hippowdon,7,463.0,28.0
Hippowdon,8,463.0,28.0
Hippowdon,9,463.0,25.0
Hippowdon,10,463.0,21.0
Hippowdon,11,463.0,17.0
Hippowdon,12,463.0,13.5
Staraptor,1,288.0,11.5
Staraptor,2,288.0,12.5
Staraptor,3,288.0,14.5
Staraptor,4,288.0,16.5
Staraptor,5,288.0,19.799999999999567
Staraptor,6,288.0,23.5
Staraptor,7,288.0,26.80000000000072
Staraptor,8,288.0,27.0
Staraptor,9,288.0,24.0
Staraptor,10,288.0,19.5
Staraptor,11,288.0,15.0
Staraptor,12,288.0,12.0
Quaquaval1,1,399.0,11.5
Quaquaval1,2,399.0,12.5
Quaquaval1,3,399.0,14.5
Quaquaval1,4,399.0,16.5
Quaquaval1,5,399.0,19.799999999999567
Quaquaval1,6,399.0,23.5
Quaquaval1,7,399.0,26.80000000000072
Quaquaval1,8,399.0,27.0
Quaquaval1,9,399.0,24.0
Quaquaval1,10,399.0,19.5
Quaquaval1,11,399.0,15.0
Quaquaval1,12,399.0,12.0
Shellos,1,513.1111111111111,4.0
Shellos,2,513.5,4.5
Shellos,3,513.8888888888889,6.5
Shellos,4,513.1111111111111,8.5
Shellos,5,513.5,11.5
Shellos,6,513.8888888888889,14.0
Shellos,7,513.1111111111111,16.0
Shellos,8,513.5,15.5
Shellos,9,513.5,13.0
Shellos,10,513.5,10.0
Shellos,11,513.5,6.5
Shellos,12,513.8888888888889,4.5
Dusclops,1,339.0,6.5
Dusclops,2,339.0,8.0
Dusclops,3,339.0,11.0
Dusclops,4,339.0,13.5
Dusclops,5,339.0,17.5
Dusclops,6,339.0,23.0
Dusclops,7,339.0,27.0
Dusclops,8,339.0,26.5
Dusclops,9,339.0,22.0
Dusclops,10,339.0,15.5
Dusclops,11,339.0,10.0
Dusclops,12,339.0,7.0
Drakloak,1,234.0,2.0
Drakloak,2,234.0,2.5
Drakloak,3,234.0,4.5
Drakloak,4,234.0,7.0
Drakloak,5,234.0,11.0
Drakloak,6,234.0,14.0
Drakloak,7,234.0,16.0
Drakloak,8,234.0,15.5
Drakloak,9,234.0,12.5
Drakloak,10,234.0,9.0
Drakloak,11,234.0,5.0
Drakloak,12,234.0,3.0
Milotic1,1,263.0,-3.0
Milotic1,2,263.0,-3.5
Milotic1,3,263.0,0.5
Milotic1,4,263.0,5.5
Milotic1,5,263.0,11.5
Milotic1,6,263.0,16.0
Milotic1,7,263.0,18.5
Milotic1,8,263.0,17.5
Milotic1,9,263.0,12.5
Milotic1,10,263.0,7.5
Milotic1,11,263.0,2.5
Milotic1,12,263.0,-1.0
Yamper,1,219.0,-3.0
Yamper,2,219.0,-3.5
Yamper,3,219.0,0.5
Yamper,4,219.0,5.5
Yamper,5,219.0,11.5
Yamper,6,219.0,16.0
Yamper,7,219.0,18.5
Yamper,8,219.0,17.5
Yamper,9,219.0,12.5
Yamper,10,219.0,7.5
Yamper,11,219.0,2.5
Yamper,12,219.0,-1.0
Dialga2,1,449.0,-3.0
Dialga2,2,449.0,-3.5
Dialga2,3,449.0,0.5
Dialga2,4,449.0,5.5
Dialga2,5,449.0,11.5
Dialga2,6,449.0,16.0
Dialga2,7,449.0,18.5
Dialga2,8,449.0,17.5
Dialga2,9,449.0,12.5
Dialga2,10,449.0,7.5
Dialga2,11,449.0,2.5
Dialga2,12,449.0,-1.0
Scyther,1,319.0,7.0
Scyther,2,319.0,8.0
Scyther,3,319.0,11.0
Scyther,4,319.0,14.0
Scyther,5,319.0,18.0
Scyther,6,319.0,22.5
Scyther,7,319.0,25.5
Scyther,8,319.0,25.0
Scyther,9,319.0,21.0
Scyther,10,319.0,16.0
Scyther,11,319.0,10.5
Scyther,12,319.0,7.5
Zapdos,1,227.0,0.5
Zapdos,2,227.0,1.8000000000000385
Zapdos,3,227.0,6.200000000000134
Zapdos,4,227.0,10.5
Zapdos,5,227.0,15.200000000000456
Zapdos,6,227.0,18.599999999999334
Zapdos,7,227.0,20.5
Zapdos,8,227.0,19.799999999999567
Zapdos,9,227.0,15.5
Zapdos,10,227.0,10.200000000000323
Zapdos,11,227.0,5.100000000000161
Zapdos,12,227.0,1.5
Kyurem,1,271.0,0.5
Kyurem,2,271.0,1.8000000000000385
Kyurem,3,271.0,6.200000000000134
Kyurem,4,271.0,10.5
Kyurem,5,271.0,15.200000000000456
Kyurem,6,271.0,18.599999999999334
Kyurem,7,271.0,20.5
Kyurem,8,271.0,19.799999999999567
Kyurem,9,271.0,15.5
Kyurem,10,271.0,10.200000000000323
Kyurem,11,271.0,5.100000000000161
Kyurem,12,271.0,1.5
Pheromosa,1,123.0,2.0
Pheromosa,2,123.0,2.5
Pheromosa,3,123.0,4.5
Pheromosa,4,123.0,7.0
Pheromosa,5,123.0,11.0
Pheromosa,6,123.0,14.0
Pheromosa,7,123.0,16.0
Pheromosa,8,123.0,15.5
Pheromosa,9,123.0,12.5
Pheromosa,10,123.0,9.0
Pheromosa,11,123.0,5.0
Pheromosa,12,123.0,3.0
Slakoth,1,330.0,6.5
Slakoth,2,330.0,8.0
Slakoth,3,330.0,11.0
Slakoth,4,330.0,13.5
Slakoth,5,330.0,17.5
Slakoth,6,330.0,23.0
Slakoth,7,330.0,27.0
Slakoth,8,330.0,26.5
Slakoth,9,330.0,22.0
Slakoth,10,330.0,15.5
Slakoth,11,330.0,10.0
Slakoth,12,330.0,7.0
Toedscool1,1,674.0,12.0
Toedscool1,2,674.0,12.5
Toedscool1,3,674.0,14.0
Toedscool1,4,674.0,17.0
Toedscool1,5,674.0,21.0
Toedscool1,6,674.0,25.5
Toedscool1,7,674.0,28.0
Toedscool1,8,674.0,28.0
Toedscool1,9,674.0,25.0
Toedscool1,10,674.0,21.0
Toedscool1,11,674.0,17.0
Toedscool1,12,674.0,13.5
Cubone,1,210.88888888888889,-3.0
Cubone,2,211.0,-3.5
Cubone,3,211.11111111111111,0.5
Cubone,4,210.88888888888889,5.5
Cubone,5,211.0,11.5
Cubone,6,211.11111111111111,16.0
Cubone,7,210.88888888888889,18.5
Cubone,8,211.0,17.5
Cubone,9,211.0,12.5
Cubone,10,211.0,7.5
Cubone,11,211.0,2.5
Cubone,12,211.11111111111111,-1.0
Mabosstiff,1,435.0,2.0
Mabosstiff,2,435.0,2.5
Mabosstiff,3,435.0,4.5
Mabosstiff,4,435.0,7.0
Mabosstiff,5,435.0,11.0
Mabosstiff,6,435.0,14.0
Mabosstiff,7,435.0,16.0
Mabosstiff,8,435.0,15.5
Mabosstiff,9,435.0,12.5
Mabosstiff,10,435.0,9.0
Mabosstiff,11,435.0,5.0
Mabosstiff,12,435.0,3.0
Mudsdale,1,385.44444444444446,4.0
Mudsdale,2,386.5,4.5
Mudsdale,3,387.55555555555554,6.5
Mudsdale,4,385.44444444444446,8.5
Mudsdale,5,386.5,11.5
Mudsdale,6,387.55555555555554,14.0
Mudsdale,7,385.44444444444446,16.0
Mudsdale,8,386.5,15.5
Mudsdale,9,386.5,13.0
Mudsdale,10,386.5,10.0
Mudsdale,11,386.5,6.5
Mudsdale,12,387.55555555555554,4.5
Prinplup,1,264.0,6.0
Prinplup,2,264.0,6.200000000000061
Prinplup,3,264.0,8.5
Prinplup,4,264.0,10.799999999999613
Prinplup,5,264.0,13.799999999999573
Prinplup,6,264.0,16.5
Prinplup,7,264.0,18.20000000000032
Prinplup,8,264.0,18.5
Prinplup,9,264.0,16.5
Prinplup,10,264.0,13.0
Prinplup,11,264.0,9.200000000000278
Prinplup,12,264.0,6.799999999999813
Darkrai,1,543.7777777777778,12.0
Darkrai,2,544.0,12.5
Darkrai,3,544.2222222222222,14.0
Darkrai,4,543.7777777777778,17.0
Darkrai,5,544.0,21.0
Darkrai,6,544.2222222222222,25.5
Darkrai,7,543.7777777777778,28.0
Darkrai,8,544.0,28.0
Darkrai,9,544.0,25.0
Darkrai,10,544.0,21.0
Darkrai,11,544.0,17.0
Darkrai,12,544.2222222222222,13.5
Starmie,1,118.0,2.0
Starmie,2,118.5,2.5
Starmie,3,119.0,4.5
Starmie,4,118.0,7.0
Starmie,5,118.5,11.0
Starmie,6,119.0,14.0
Starmie,7,118.0,16.0
Starmie,8,118.5,15.5
Starmie,9,118.5,12.5
Starmie,10,118.5,9.0
Starmie,11,118.5,5.0
Starmie,12,119.0,3.0
Abra,1,929.1111111111111,12.0
Abra,2,931.0,12.5
Abra,3,932.8888888888889,14.0
Abra,4,929.1111111111111,17.0
Abra,5,931.0,21.0
Abra,6,932.8888888888889,25.5
Abra,7,929.1111111111111,28.0
Abra,8,931.0,28.0
Abra,9,931.0,25.0
Abra,10,931.0,21.0
Abra,11,931.0,17.0
Abra,12,932.8888888888889,13.5
Hatenna,1,285.0,6.0
Hatenna,2,285.0,6.200000000000061
Hatenna,3,285.0,8.5
Hatenna,4,285.0,10.799999999999613
Hatenna,5,285.0,13.799999999999573
Hatenna,6,285.0,16.5
Hatenna,7,285.0,18.20000000000032
Hatenna,8,285.0,18.5
Hatenna,9,285.0,16.5
Hatenna,10,285.0,13.0
Hatenna,11,285.0,9.200000000000278
Hatenna,12,285.0,6.799999999999813
Snover1,1,332.0,6.0
Snover1,2,332.0,6.200000000000061
Snover1,3,332.0,8.5
Snover1,4,332.0,10.799999999999613
Snover1,5,332.0,13.799999999999573
Snover1,6,332.0,16.5
Snover1,7,332.0,18.20000000000032
Snover1,8,332.0,18.5
Snover1,9,332.0,16.5
Snover1,10,332.0,13.0
Snover1,11,332.0,9.200000000000278
Snover1,12,332.0,6.799999999999813
Tympole,1,245.0,2.0
Tympole,2,245.0,2.5
Tympole,3,245.0,4.5
Tympole,4,245.0,7.0
Tympole,5,245.0,11.0
Tympole,6,245.0,14.0
Tympole,7,245.0,16.0
Tympole,8,245.0,15.5
Tympole,9,245.0,12.5
Tympole,10,245.0,9.0
Tympole,11,245.0,5.0
Tympole,12,245.0,3.0
Pincurchin,1,379.0,12.0
Pincurchin,2,379.0,12.5
Pincurchin,3,379.0,14.0
Pincurchin,4,379.0,17.0
Pincurchin,5,379.0,21.0
Pincurchin,6,379.0,25.5
Pincurchin,7,379.0,28.0
Pincurchin,8,379.0,28.0
Pincurchin,9,379.0,25.0
Pincurchin,10,379.0,21.0
Pincurchin,11,379.0,17.0
Pincurchin,12,379.0,13.5
Golbat,1,232.88888888888889,4.0
Golbat,2,233.5,4.5
Golbat,3,234.11111111111111,6.5
Golbat,4,232.88888888888889,8.5
Golbat,5,233.5,11.5
Golbat,6,234.11111111111111,14.0
Golbat,7,232.88888888888889,16.0
Golbat,8,233.5,15.5
Golbat,9,233.5,13.0
Golbat,10,233.5,10.0
Golbat,11,233.5,6.5
Golbat,12,234.11111111111111,4.5
Swalot,1,395.0,-3.0
Swalot,2,395.0,-3.5
Swalot,3,395.0,0.5
Swalot,4,395.0,5.5
Swalot,5,395.0,11.5
Swalot,6,395.0,16.0
Swalot,7,395.0,18.5
Swalot,8,395.0,17.5
Swalot,9,395.0,12.5
Swalot,10,395.0,7.5
Swalot,11,395.0,2.5
Swalot,12,395.0,-1.0
Deerling,1,152.0,-3.0
Deerling,2,152.0,-3.5
Deerling,3,152.0,0.5
Deerling,4,152.0,5.5
Deerling,5,152.0,11.5
Deerling,6,152.0,16.0
Deerling,7,152.0,18.5
Deerling,8,152.0,17.5
Deerling,9,152.0,12.5
Deerling,10,152.0,7.5
Deerling,11,152.0,2.5
Deerling,12,152.0,-1.0
Inkay1,1,180.0,11.5
Inkay1,2,180.0,12.5
Inkay1,3,180.0,14.5
Inkay1,4,180.0,16.5
Inkay1,5,180.0,19.799999999999567
Inkay1,6,180.0,23.5
Inkay1,7,180.0,26.80000000000072
Inkay1,8,180.0,27.0
Inkay1,9,180.0,24.0
Inkay1,10,180.0,19.5
Inkay1,11,180.0,15.0
Inkay1,12,180.0,12.0
Basculin,1,366.0,2.0
Basculin,2,366.0,2.5
Basculin,3,366.0,4.5
Basculin,4,366.0,7.0
Basculin,5,366.0,11.0
Basculin,6,366.0,14.0
Basculin,7,366.0,16.0
Basculin,8,366.0,15.5
Basculin,9,366.0,12.5
Basculin,10,366.0,9.0
Basculin,11,366.0,5.0
Basculin,12,366.0,3.0
Electrike3,1,414.0,7.0
Electrike3,2,414.0,8.0
Electrike3,3,414.0,11.0
Electrike3,4,414.0,14.0
Electrike3,5,414.0,18.0
Electrike3,6,414.0,22.5
Electrike3,7,414.0,25.5
Electrike3,8,414.0,25.0
Electrike3,9,414.0,21.0
Electrike3,10,414.0,16.0
Electrike3,11,414.0,10.5
Electrike3,12,414.0,7.5
Cresselia,1,267.0,7.0
Cresselia,2,267.0,8.0
Cresselia,3,267.0,11.0
Cresselia,4,267.0,14.0
Cresselia,5,267.0,18.0
Cresselia,6,267.0,22.5
Cresselia,7,267.0,25.5
Cresselia,8,267.0,25.0
Cresselia,9,267.0,21.0
Cresselia,10,267.0,16.0
Cresselia,11,267.0,10.5
Cresselia,12,267.0,7.5
Simisear,1,186.0,2.0
Simisear,2,186.0,2.5
Simisear,3,186.0,4.5
Simisear,4,186.0,7.0
Simisear,5,186.0,11.0
Simisear,6,186.0,14.0
Simisear,7,186.0,16.0
Simisear,8,186.0,15.5
Simisear,9,186.0,12.5
Simisear,10,186.0,9.0
Simisear,11,186.0,5.0
Simisear,12,186.0,3.0
Muk,1,188.0,4.0
Muk,2,188.0,4.5
Muk,3,188.0,6.5
Muk,4,188.0,8.5
Muk,5,188.0,11.5
Muk,6,188.0,14.0
Muk,7,188.0,16.0
Muk,8,188.0,15.5
Muk,9,188.0,13.0
Muk,10,188.0,10.0
Muk,11,188.0,6.5
Muk,12,188.0,4.5
Gigalith,1,236.55555555555554,-2.0
Gigalith,2,237.5,-1.0
Gigalith,3,238.44444444444446,3.5
Gigalith,4,236.55555555555554,9.5
Gigalith,5,237.5,15.0
Gigalith,6,238.44444444444446,18.5
Gigalith,7,236.55555555555554,20.5
Gigalith,8,237.5,19.799999999999567
Gigalith,9,237.5,14.799999999999496
Gigalith,10,237.5,9.0
Gigalith,11,237.5,3.5
Gigalith,12,238.44444444444446,0.0
Mew,1,338.0,6.5
Mew,2,338.0,8.0
Mew,3,338.0,11.0
Mew,4,338.0,13.5
Mew,5,338.0,17.5
Mew,6,338.0,23.0
Mew,7,338.0,27.0
Mew,8,338.0,26.5
Mew,9,338.0,22.0
Mew,10,338.0,15.5
Mew,11,338.0,10.0
Mew,12,338.0,7.0
Spiritomb,1,380.0,-2.0
Spiritomb,2,380.0,-1.0
Spiritomb,3,380.0,3.5
Spiritomb,4,380.0,9.5
Spiritomb,5,380.0,15.0
Spiritomb,6,380.0,18.5
Spiritomb,7,380.0,20.5
Spiritomb,8,380.0,19.799999999999567
Spiritomb,9,380.0,14.799999999999496
Spiritomb,10,380.0,9.0
Spiritomb,11,380.0,3.5
Spiritomb,12,380.0,0.0
Scrafty,1,501.0,2.0
Scrafty,2,501.0,2.5
Scrafty,3,501.0,4.5
Scrafty,4,501.0,7.0
Scrafty,5,501.0,11.0
Scrafty,6,501.0,14.0
Scrafty,7,501.0,16.0
Scrafty,8,501.0,15.5
Scrafty,9,501.0,12.5
Scrafty,10,501.0,9.0
Scrafty,11,501.0,5.0
Scrafty,12,501.0,3.0
Pumpkaboo1,1,206.0,11.5
Pumpkaboo1,2,206.0,12.5
Pumpkaboo1,3,206.0,14.5
Pumpkaboo1,4,206.0,16.5
Pumpkaboo1,5,206.0,19.799999999999567
Pumpkaboo1,6,206.0,23.5
Pumpkaboo1,7,206.0,26.80000000000072
Pumpkaboo1,8,206.0,27.0
Pumpkaboo1,9,206.0,24.0
Pumpkaboo1,10,206.0,19.5
Pumpkaboo1,11,206.0,15.0
Pumpkaboo1,12,206.0,12.0
Cinccino1,1,343.3333333333333,12.0
Cinccino1,2,343.5,12.5
Cinccino1,3,343.6666666666667,14.0
Cinccino1,4,343.3333333333333,17.0
Cinccino1,5,343.5,21.0
Cinccino1,6,343.6666666666667,25.5
Cinccino1,7,343.3333333333333,28.0
Cinccino1,8,343.5,28.0
Cinccino1,9,343.5,25.0
Cinccino1,10,343.5,21.0
Cinccino1,11,343.5,17.0
Cinccino1,12,343.6666666666667,13.5
Oricorio1,1,391.0,11.5
Oricorio1,2,391.0,12.5
Oricorio1,3,391.0,14.5
Oricorio1,4,391.0,16.5
Oricorio1,5,391.0,19.799999999999567
Oricorio1,6,391.0,23.5
Oricorio1,7,391.0,26.80000000000072
Oricorio1,8,391.0,27.0
Oricorio1,9,391.0,24.0
Oricorio1,10,391.0,19.5
Oricorio1,11,391.0,15.0
Oricorio1,12,391.0,12.0
Gabite,1,241.0,11.5
Gabite,2,241.0,12.5
Gabite,3,241.0,14.5
Gabite,4,241.0,16.5
Gabite,5,241.0,19.799999999999567
Gabite,6,241.0,23.5
Gabite,7,241.0,26.80000000000072
Gabite,8,241.0,27.0
Gabite,9,241.0,24.0
Gabite,10,241.0,19.5
Gabite,11,241.0,15.0
Gabite,12,241.0,12.0
Goldeen,1,177.0,7.0
Goldeen,2,177.0,8.0
Goldeen,3,177.0,11.0
Goldeen,4,177.0,14.0
Goldeen,5,177.0,18.0
Goldeen,6,177.0,22.5
Goldeen,7,177.0,25.5
Goldeen,8,177.0,25.0
Goldeen,9,177.0,21.0
Goldeen,10,177.0,16.0
Goldeen,11,177.0,10.5
Goldeen,12,177.0,7.5
Krokorok,1,462.0,7.0
Krokorok,2,462.0,8.0
Krokorok,3,462.0,11.0
Krokorok,4,462.0,14.0
Krokorok,5,462.0,18.0
Krokorok,6,462.0,22.5
Krokorok,7,462.0,25.5
Krokorok,8,462.0,25.0
Krokorok,9,462.0,21.0
Krokorok,10,462.0,16.0
Krokorok,11,462.0,10.5
Krokorok,12,462.0,7.5
Finneon,1,242.0,-3.0
Finneon,2,242.0,-3.5
Finneon,3,242.0,0.5
Finneon,4,242.0,5.5
Finneon,5,242.0,11.5
Finneon,6,242.0,16.0
Finneon,7,242.0,18.5
Finneon,8,242.0,17.5
Finneon,9,242.0,12.5
Finneon,10,242.0,7.5
Finneon,11,242.0,2.5
Finneon,12,242.0,-1.0
Croagunk1,1,338.0,4.0
Croagunk1,2,338.0,4.5
Croagunk1,3,338.0,6.5
Croagunk1,4,338.0,8.5
Croagunk1,5,338.0,11.5
Croagunk1,6,338.0,14.0
Croagunk1,7,338.0,16.0
Croagunk1,8,338.0,15.5
Croagunk1,9,338.0,13.0
Croagunk1,10,338.0,10.0
Croagunk1,11,338.0,6.5
Croagunk1,12,338.0,4.5
Shuckle,1,440.0,2.0
Shuckle,2,440.0,2.5
Shuckle,3,440.0,4.5
Shuckle,4,440.0,7.0
Shuckle,5,440.0,11.0
Shuckle,6,440.0,14.0
Shuckle,7,440.0,16.0
Shuckle,8,440.0,15.5
Shuckle,9,440.0,12.5
Shuckle,10,440.0,9.0
Shuckle,11,440.0,5.0
Shuckle,12,440.0,3.0
Porygon,1,390.77777777777777,6.0
Porygon,2,391.0,6.200000000000061
Porygon,3,391.22222222222223,8.5
Porygon,4,390.77777777777777,10.799999999999613
Porygon,5,391.0,13.799999999999573
Porygon,6,391.22222222222223,16.5
Porygon,7,390.77777777777777,18.20000000000032
Porygon,8,391.0,18.5
Porygon,9,391.0,16.5
Porygon,10,391.0,13.0
Porygon,11,391.0,9.200000000000278
Porygon,12,391.22222222222223,6.799999999999813
Alcremie,1,540.0,6.5
Alcremie,2,540.0,8.0
Alcremie,3,540.0,11.0
Alcremie,4,540.0,13.5
Alcremie,5,540.0,17.5
Alcremie,6,540.0,23.0
Alcremie,7,540.0,27.0
Alcremie,8,540.0,26.5
Alcremie,9,540.0,22.0
Alcremie,10,540.0,15.5
Alcremie,11,540.0,10.0
Alcremie,12,540.0,7.0
Gliscor1,1,340.3333333333333,6.5
Gliscor1,2,340.5,8.0
Gliscor1,3,340.6666666666667,11.0
Gliscor1,4,340.3333333333333,13.5
Gliscor1,5,340.5,17.5
Gliscor1,6,340.6666666666667,23.0
Gliscor1,7,340.3333333333333,27.0
Gliscor1,8,340.5,26.5
Gliscor1,9,340.5,22.0
Gliscor1,10,340.5,15.5
Gliscor1,11,340.5,10.0
Gliscor1,12,340.6666666666667,7.0
Komala2,1,606.3333333333334,7.0
Komala2,2,609.5,8.0
Komala2,3,612.6666666666666,11.0
Komala2,4,606.3333333333334,14.0
Komala2,5,609.5,18.0
Komala2,6,612.6666666666666,22.5
Komala2,7,606.3333333333334,25.5
Komala2,8,609.5,25.0
Komala2,9,609.5,21.0
Komala2,10,609.5,16.0
Komala2,11,609.5,10.5
Komala2,12,612.6666666666666,7.5
Aerodactyl1,1,337.8888888888889,12.0
Aerodactyl1,2,339.0,12.5
Aerodactyl1,3,340.1111111111111,14.0
Aerodactyl1,4,337.8888888888889,17.0
Aerodactyl1,5,339.0,21.0
Aerodactyl1,6,340.1111111111111,25.5
Aerodactyl1,7,337.8888888888889,28.0
Aerodactyl1,8,339.0,28.0
Aerodactyl1,9,339.0,25.0
Aerodactyl1,10,339.0,21.0
Aerodactyl1,11,339.0,17.0
Aerodactyl1,12,340.1111111111111,13.5
Torkoal1,1,425.0,4.0
Torkoal1,2,425.0,4.5
Torkoal1,3,425.0,6.5
Torkoal1,4,425.0,8.5
Torkoal1,5,425.0,11.5
Torkoal1,6,425.0,14.0
Torkoal1,7,425.0,16.0
Torkoal1,8,425.0,15.5
Torkoal1,9,425.0,13.0
Torkoal1,10,425.0,10.0
Torkoal1,11,425.0,6.5
Torkoal1,12,425.0,4.5
Axew1,1,362.0,12.0
Axew1,2,362.0,12.5
Axew1,3,362.0,14.0
Axew1,4,362.0,17.0
Axew1,5,362.0,21.0
Axew1,6,362.0,25.5
Axew1,7,362.0,28.0
Axew1,8,362.0,28.0
Axew1,9,362.0,25.0
Axew1,10,362.0,21.0
Axew1,11,362.0,17.0
Axew1,12,362.0,13.5
Skuntank,1,207.0,-2.0
Skuntank,2,207.0,-1.0
Skuntank,3,207.0,3.5
Skuntank,4,207.0,9.5
Skuntank,5,207.0,15.0
Skuntank,6,207.0,18.5
Skuntank,7,207.0,20.5
Skuntank,8,207.0,19.799999999999567
Skuntank,9,207.0,14.799999999999496
Skuntank,10,207.0,9.0
Skuntank,11,207.0,3.5
Skuntank,12,207.0,0.0
Electivire,1,555.0,6.0
Electivire,2,555.5,6.200000000000061
Electivire,3,556.0,8.5
Electivire,4,555.0,10.799999999999613
Electivire,5,555.5,13.799999999999573
Electivire,6,556.0,16.5
Electivire,7,555.0,18.20000000000032
Electivire,8,555.5,18.5
Electivire,9,555.5,16.5
Electivire,10,555.5,13.0
Electivire,11,555.5,9.200000000000278
Electivire,12,556.0,6.799999999999813
Lombre,1,612.7777777777778,11.5
Lombre,2,615.0,12.5
Lombre,3,617.2222222222222,14.5
Lombre,4,612.7777777777778,16.5
Lombre,5,615.0,19.799999999999567
Lombre,6,617.2222222222222,23.5
Lombre,7,612.7777777777778,26.80000000000072
Lombre,8,615.0,27.0
Lombre,9,615.0,24.0
Lombre,10,615.0,19.5
Lombre,11,615.0,15.0
Lombre,12,617.2222222222222,12.0
Cyndaquil,1,501.0,6.0
Cyndaquil,2,501.0,6.200000000000061
Cyndaquil,3,501.0,8.5
Cyndaquil,4,501.0,10.799999999999613
Cyndaquil,5,501.0,13.799999999999573
Cyndaquil,6,501.0,16.5
Cyndaquil,7,501.0,18.20000000000032
Cyndaquil,8,501.0,18.5
Cyndaquil,9,501.0,16.5
Cyndaquil,10,501.0,13.0
Cyndaquil,11,501.0,9.200000000000278
Cyndaquil,12,501.0,6.799999999999813
Buzzwole2,1,281.0,0.5
Buzzwole2,2,282.5,1.8000000000000385
Buzzwole2,3,284.0,6.200000000000134
Buzzwole2,4,281.0,10.5
Buzzwole2,5,282.5,15.200000000000456
Buzzwole2,6,284.0,18.599999999999334
Buzzwole2,7,281.0,20.5
Buzzwole2,8,282.5,19.799999999999567
Buzzwole2,9,282.5,15.5
Buzzwole2,10,282.5,10.200000000000323
Buzzwole2,11,282.5,5.100000000000161
Buzzwole2,12,284.0,1.5
Kleavor,1,234.33333333333334,-3.0
Kleavor,2,234.5,-3.5
Kleavor,3,234.66666666666666,0.5
Kleavor,4,234.33333333333334,5.5
Kleavor,5,234.5,11.5
Kleavor,6,234.66666666666666,16.0
Kleavor,7,234.33333333333334,18.5
Kleavor,8,234.5,17.5
Kleavor,9,234.5,12.5
Kleavor,10,234.5,7.5
Kleavor,11,234.5,2.5
Kleavor,12,234.66666666666666,-1.0
Kingler,1,105.0,-2.0
Kingler,2,105.0,-1.0
Kingler,3,105.0,3.5
Kingler,4,105.0,9.5
Kingler,5,105.0,15.0
Kingler,6,105.0,18.5
Kingler,7,105.0,20.5
Kingler,8,105.0,19.799999999999567
Kingler,9,105.0,14.799999999999496
Kingler,10,105.0,9.0
Kingler,11,105.0,3.5
Kingler,12,105.0,0.0
Camerupt,1,373.22222222222223,4.0
Camerupt,2,373.5,4.5
Camerupt,3,373.77777777777777,6.5
Camerupt,4,373.22222222222223,8.5
Camerupt,5,373.5,11.5
Camerupt,6,373.77777777777777,14.0
Camerupt,7,373.22222222222223,16.0
Camerupt,8,373.5,15.5
Camerupt,9,373.5,13.0
Camerupt,10,373.5,10.0
Camerupt,11,373.5,6.5
Camerupt,12,373.77777777777777,4.5
Vespiquen1,1,210.0,-3.0
Vespiquen1,2,210.0,-3.5
Vespiquen1,3,210.0,0.5
Vespiquen1,4,210.0,5.5
Vespiquen1,5,210.0,11.5
Vespiquen1,6,210.0,16.0
Vespiquen1,7,210.0,18.5
Vespiquen1,8,210.0,17.5
Vespiquen1,9,210.0,12.5
Vespiquen1,10,210.0,7.5
Vespiquen1,11,210.0,2.5
Vespiquen1,12,210.0,-1.0
Drowzee,1,464.0,6.0
Drowzee,2,464.0,6.200000000000061
Drowzee,3,464.0,8.5
Drowzee,4,464.0,10.799999999999613
Drowzee,5,464.0,13.799999999999573
Drowzee,6,464.0,16.5
Drowzee,7,464.0,18.20000000000032
Drowzee,8,464.0,18.5
Drowzee,9,464.0,16.5
Drowzee,10,464.0,13.0
Drowzee,11,464.0,9.200000000000278
Drowzee,12,464.0,6.799999999999813
Scatterbug,1,460.0,7.0
Scatterbug,2,460.0,8.0
Scatterbug,3,460.0,11.0
Scatterbug,4,460.0,14.0
Scatterbug,5,460.0,18.0
Scatterbug,6,460.0,22.5
Scatterbug,7,460.0,25.5
Scatterbug,8,460.0,25.0
Scatterbug,9,460.0,21.0
Scatterbug,10,460.0,16.0
Scatterbug,11,460.0,10.5
Scatterbug,12,460.0,7.5
Wingull,1,207.88888888888889,0.5
Wingull,2,208.0,1.8000000000000385
Wingull,3,208.11111111111111,6.200000000000134
Wingull,4,207.88888888888889,10.5
Wingull,5,208.0,15.200000000000456
Wingull,6,208.11111111111111,18.599999999999334
Wingull,7,207.88888888888889,20.5
Wingull,8,208.0,19.799999999999567
Wingull,9,208.0,15.5
Wingull,10,208.0,10.200000000000323
Wingull,11,208.0,5.100000000000161
Wingull,12,208.11111111111111,1.5
Milcery,1,472.0,-3.0
Milcery,2,472.0,-3.5
Milcery,3,472.0,0.5
Milcery,4,472.0,5.5
Milcery,5,472.0,11.5
Milcery,6,472.0,16.0
Milcery,7,472.0,18.5
Milcery,8,472.0,17.5
Milcery,9,472.0,12.5
Milcery,10,472.0,7.5
Milcery,11,472.0,2.5
Milcery,12,472.0,-1.0
Magby,1,261.0,2.0
